CompanyID,CompanyName,CompanyWebsite,CompanyType,Status,BusinessDescription,TaxID,FoundedYear,NUM_Employees_From,NUM_Employees_To,DateOfEmployee,Full_HQ_Address,Full_HQ_Address_Source,address_level_1,Country,administrative_area_level_1,Locality,Source,CompanyEmail,Country_Code,Phone,ZipCode,LinkedIn,FaceBook,Youtube,Twitter,DUNSNumber,SICCode,CageCode
"4207899","Dae Dong Sa Co., Ltd.","http://www.daedongsa.co.kr","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5377211","New Process Steel","https://newprocess.cc/","Acquired","Done","New Process Metal Solutions provides customized flat-rolled steel distribution, processing, supply-chain, and value-added metal solutions for OEM customers across North America.","N/A","1906","1275","N/A","2025-08-19","1322 N. Post Oak Road, Houston, Texas 77055, United States","https://newprocess.cc/get-in-touch/","1322 N. Post Oak Road","United States","Texas","Houston","https://newprocess.cc/get-in-touch/","N/A","+1","800-392-4989","77055","https://www.linkedin.com/company/new-process-metal-solutions","N/A","N/A","N/A","N/A","3499","58ZE9"
"5245455","Vietinak Co., Ltd","http://vietinak.com.vn","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4757639","K.J. Marketing Services","http://kjmarketing.com","Private","Needs Review","K.J. Marketing Services is associated with KJ Laser Micromachining, which provides laser cutting, drilling, welding, marking, engraving, and laser micromachining services for industrial customers.","N/A","N/A","N/A","N/A","N/A","115 Thirtieth Street, Toronto, Ontario M8W 3C1, Canada","https://kjlasermicromachining.com/contact-us/","115 Thirtieth Street","Canada","Ontario","Toronto","https://kjlasermicromachining.com/contact-us/","micromachining@kjmarketing.com","+1","416-252-1061","M8W 3C1","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4939768","Hsin Bong Industrial (Kunshan) Co., Ltd.","http://www.hsinbong.net","Private","Needs Review","Hsin Bong Industrial (Kunshan) Co., Ltd. manufactures automotive high-strength fasteners and related electronic hardware cold-forged parts.","91320583730692942P","2001","N/A","N/A","N/A","No. 35 Xinfeng Road, Huaqiao Town, Kunshan City, Jiangsu Province, China","https://www.kstba.org/show-79-960-1.html","No. 35 Xinfeng Road, Huaqiao Town","China","Jiangsu Province","Kunshan City","https://www.kstba.org/show-79-960-1.html","N/A","+86","512-57776838","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4756488","Zhejiang Jingu Co Ltd","https://www.jgwheel.com/","Public","Done","Zhejiang Jingu Co., Ltd. researches, manufactures, and sells automobile wheels, including passenger-car, commercial-vehicle, trailer, and agricultural vehicle wheels.","N/A","1986","2388","N/A","N/A","No. 1181 Park West Road, Fuchun Street, Fuyang District, Hangzhou, Zhejiang 311400, China","https://www.investing.com/equities/zhejiang-jingu-a-company-profile","No. 1181 Park West Road, Fuchun Street, Fuyang District","China","Zhejiang","Hangzhou","https://www.investing.com/equities/zhejiang-jingu-a-company-profile","jingu@jgwheel.com","+86","571-6313-3920","311400","https://www.linkedin.com/company/zhejiang-jingu-company-limited","N/A","N/A","N/A","N/A","371","N/A"
"4848875","Daekwang Enterprise Co., Ltd.","http://www.dkbaker.co.kr","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4940459","Impact Steel","http://www.impactsteel.com","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4756200","Nufast Logistics Co., Ltd.","http://www.nufast.url.tw","Private","Done","Nufast Logistics Co., Ltd. is a professional fastener manufacturer of automotive nuts, including weld nuts, prevailing torque nuts, T nuts, conical nuts, studs, and other special parts.","28079490","N/A","N/A","N/A","N/A","#28 Ben Gong West 2nd Road, Ben Chou Industrial Park, Gangshan, Taiwan, 820","https://www.nufast.url.tw/info.html","#28 Ben Gong West 2nd Road, Ben Chou Industrial Park","Taiwan","Kaohsiung","Gangshan","https://www.nufast.url.tw/info.html","nufast@nufast.url.tw","+886","7-622-3490","820","N/A","N/A","N/A","N/A","N/A","3469","N/A"
"5378586","St Jean Industries","https://www.st-ji.com/en/sji-group-english/","Private","Done","Saint Jean Industries is a family-owned company specializing in engineering and manufacturing aluminum, cast iron, and steel components and subassemblies for transportation and energy markets.","39504742600014","1962","1001","5000","N/A","180 rue des Freres Lumiere, St Jean d'Ardieres, 69220 Belleville en Beaujolais, France","https://www.st-ji.com/en/contact-en/","180 rue des Freres Lumiere","France","Rhone","Belleville en Beaujolais","https://www.st-ji.com/en/contact-en/","sales@st-ji.com","+33","474 666 800","69220","https://www.linkedin.com/company/saint-jean-industries","https://www.facebook.com/saintjeanindustries/","https://www.youtube.com/channel/UCQuzN0Dzsxf0DcQkd81lCTw","N/A","N/A","371","N/A"
"5347245","Shenhua Chemical Industrial Co., Ltd.","http://www.shen-hua.com","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5347248","Shenzhen Andian Technology Co. Ltd","http://www.andian.cn","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5362648","Thai FC-Tec Co., Ltd.","https://www.fctec.co.jp/business/bases.html","Private","Done","Thai FC-Tec Co., Ltd. sells fastening parts such as bolts, nuts, springs, and related components for automotive and electrical-product customers.","0115539004069","1996","60","N/A","2019-03-05","Block E1-E3 No.41/38-40 Moo 6, Bangna-Trad Km 16.5, Bang Chalong Sub-District, Bang Phli District, Samut Prakan, 10540, Thailand","https://www.fctec.co.jp/business/bases.html","Block E1-E3 No.41/38-40 Moo 6, Bangna-Trad Km 16.5","Thailand","Samut Prakan","Bang Phli","https://www.fctec.co.jp/business/bases.html","N/A","+66","2-337-0206","10540","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4940353","Hyupjin Precision Co., Ltd.","http://www.hyupjin.kr","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4758370","Absa Resin Technologies Inc","http://www.absaresins.com","Subsidiary","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4756117","Chiyoda Integre De Baja California","https://www.chiyoda-i.co.jp/en/profile/network/overseas/","Subsidiary","Done","Chiyoda Integre De Baja California is a Chiyoda Integre Group manufacturing subsidiary in Mexico producing precision processed soft-material components such as gaskets, cushions, insulators, and shields for automotive, electronics, and related industries.","CIB951129RSA","1996","N/A","N/A","N/A","Ave. Universidad #2550, Parque Industrial Internacional, Tijuana, Baja California 22424, Mexico","https://www.chiyoda-i.co.jp/en/profile/network/overseas/","Ave. Universidad #2550, Parque Industrial Internacional","Mexico","Baja California","Tijuana","https://www.chiyoda-i.co.jp/en/profile/network/overseas/","N/A","+52","664-623-1800","22424","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4756223","Shanghai Aiyun Auto Parts Co.,Ltd.","http://www.aiyunauto.com","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5245024","Terramar Investimentos S/A","http://www.terramar.in","Private","Down","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5653847","Summit Auto Tech Industry Co., Ltd.","https://summitautogroup.com/","Private","Needs Review","Summit Auto Tech Industry is listed by Summit Auto Body Group as a Samutprakarn local plant; the group manufactures precision-engineered automotive body parts and components for global OEM customers.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4756162","Imaje Do Brasil Impressoras Ltda","https://www.markem-imaje.com/pt-br","Private","Needs Review","Markem-Imaje provides industrial marking, coding, product identification, traceability, software, services, and consumables for manufacturing and packaging applications.","40.169.799/0001-69","1991","N/A","N/A","N/A","Alameda Caiapos, 900 - Tambore, Barueri, Sao Paulo, 06460-110, Brazil","https://www.econodata.com.br/consulta-empresa/40169799000169-imaje-do-brasil-impressoras-ltda","Alameda Caiapos, 900 - Tambore","Brazil","Sao Paulo","Barueri","https://www.econodata.com.br/consulta-empresa/40169799000169-imaje-do-brasil-impressoras-ltda","brasil@markem-imaje.com","+55","11 3305-9455","06460-110","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5245458","Vila Velha S/A","http://www.vilavelhaadmpart.com.br","Private","Needs Review","Vila Velha S/A Administracao e Participacoes is registered as a non-financial holding company.","30.280.531/0001-46","N/A","N/A","N/A","N/A","Avenida Presidente Juscelino Kubitschek, 1327, Andar 22 Sala 19-A, Vila Nova Conceicao, Sao Paulo, Sao Paulo, 04543-011, Brazil","https://casadosdados.com.br/solucao/cnpj/vila-velha-s-a-administracao-e-participacoes-30280531000146","Avenida Presidente Juscelino Kubitschek, 1327, Andar 22 Sala 19-A, Vila Nova Conceicao","Brazil","Sao Paulo","Sao Paulo","https://casadosdados.com.br/solucao/cnpj/vila-velha-s-a-administracao-e-participacoes-30280531000146","WALTER@VILAVELHAADMPART.COM.BR","+55","11 3241-1206","04543-011","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5431111","Center Containers Co., Ltd.","https://www.centercontainers.com/","Private","Done","Center Containers Co., Ltd. manufactures corrugated paper boxes and paper sheets.","N/A","N/A","N/A","N/A","N/A","76/1 Moo 9, Sukhaphiban 2 Road, Om Noi, Krathum Baen, Samut Sakhon 74130, Thailand","https://www.centercontainers.com/","76/1 Moo 9, Sukhaphiban 2 Road","Thailand","Samut Sakhon","Krathum Baen","https://www.centercontainers.com/","INFO@CENTERCONTAINERS.CO.TH","+66","02-813-1086-90","74130","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4619434","Ohsung S.A.","https://www.ohsungsa.co.kr/en/index.html","Private","Needs Review","Ohsung manufactures components and finished products for home appliances and related electronics; the exact Ohsung S.A. naming boundary needs review.","N/A","1965","501","1000","N/A","51 Seongsan-Dong, Changwon-Si, Gyeongsangnam-Do 607-062, South Korea","https://kor.bizdirlib.com/node/38223","51 Seongsan-Dong","South Korea","Gyeongsangnam-Do","Changwon-Si","https://kor.bizdirlib.com/node/38223","N/A","+82","55-284-5211","607-062","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
