CompanyID,CompanyName,CompanyWebsite,CompanyType,Status,BusinessDescription,TaxID,FoundedYear,NUM_Employees_From,NUM_Employees_To,DateOfEmployee,Full_HQ_Address,Full_HQ_Address_Source,address_level_1,Country,administrative_area_level_1,Locality,Source,CompanyEmail,Country_Code,Phone,ZipCode,LinkedIn,FaceBook,Youtube,Twitter,DUNSNumber,SICCode,CageCode
4756159,"Hongduk Industrial Co.,Ltd.",http://www.hongduk.com,Private,Down,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4756099,"Apex Fastener International Co.,Ltd",https://www.apex-fastener.com.tw/,Private,Done,"Apex Fastener International Co., Ltd. manufactures and exports fastening products including weld nuts, flange nuts, lock nuts, nylon insert nuts, stainless nuts, special fasteners, sleeve nuts, tooling, bolts, and automotive fastener parts.",N/A,2012,N/A,N/A,N/A,"No. 236-1, Sec. 1, Zhongshan Rd., Kuei-Jen Dist., Tainan City 711, Taiwan",https://www.apex-fastener.com.tw/contact.html,"No. 236-1, Sec. 1, Zhongshan Rd., Kuei-Jen Dist.",Taiwan,Tainan City,Kuei-Jen Dist.,https://www.apex-fastener.com.tw/contact.html,info@apex-fastener.com.tw,+886,6-230-5788,711,N/A,N/A,N/A,N/A,N/A,3452,N/A
4939725,"Manda Machinery Co., Ltd.",https://www.md-machinery.com/,Private,Needs Review,"Manda Machinery presents itself as a high-tech enterprise focused on research, development, production, sales, and service for heavy-industry equipment including crushers, shredders, drying machinery, and pneumatic conveying equipment.",N/A,N/A,N/A,N/A,N/A,"936 Huanzhen North Road, Baoshan District, Shanghai, China",https://www.md-machinery.com/,"936 Huanzhen North Road, Baoshan District",China,Shanghai,Shanghai,https://www.md-machinery.com/,mandamachinery1@gmail.com,+86,021-34786886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5642978,"Araimichi Seisakusho, K.K.",https://www.araimichi.co.jp/,Private,Done,"Araimichi Seisakusho is a precision machining manufacturer specializing in shafts for automotive drivetrain and transmission components, with high-precision processing for mass production and small-lot production.",N/A,1949,N/A,N/A,N/A,"3-15 Sakaguchi-cho, Hekinan, Aichi Prefecture 447-0087, Japan",https://www.araimichi.co.jp/,3-15 Sakaguchi-cho,Japan,Aichi Prefecture,Hekinan,https://www.araimichi.co.jp/,N/A,+81,0566-48-1911,447-0087,N/A,N/A,N/A,N/A,N/A,3714,N/A
3614616,Benteler SGL GmbH & Co. KG,http://www.benteler-sgl.de,Subsidiary,Down,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3921379,"Abinsa, S.a. De C.v.",https://www.abinsa.com.mx/,Private,Done,"ABINSA distributes steel products for construction, structures, and general industry in Mexico through a multi-warehouse branch network.",ABI850726CM7,1948,100,249,N/A,"Av. Adolfo Lopez Mateos Km. 6.5 S/N, Jardines de Casa Blanca, San Nicolas de los Garza, Nuevo Leon 66475, Mexico",https://www.lei-lookup.com/record/4469000001BRFGR9WW29/,"Av. Adolfo Lopez Mateos Km. 6.5 S/N, Jardines de Casa Blanca",Mexico,Nuevo Leon,San Nicolas de los Garza,https://www.lei-lookup.com/record/4469000001BRFGR9WW29/,abinsa-ventas@grupoabx.com,+52,81 8158 6800,66475,N/A,N/A,N/A,N/A,N/A,5051,N/A
4940332,"Hub Express Warehouse & Distribution, Inc.",http://www.hub-express.co,Private,Down,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2674074,"Hi-Tech Machine & Fabrication, LLC",http://www.machinefabrication.com/,Acquired,Down,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1291089,Seeley International,https://www.seeleyinternational.com/,Private,Done,"Seeley International is Australia's largest air conditioning manufacturer and a global leader in developing energy-efficient HVAC, cooling, and heating products for residential, commercial, and industrial climate-control applications.",N/A,1972,501,1000,N/A,"112 O'Sullivan Beach Road, Lonsdale South Australia 5160, Australia",https://www.seeleyinternational.com/contact/,"112 O'Sullivan Beach Road",Australia,South Australia,Lonsdale,https://www.seeleyinternational.com/contact/,enquiries@seeleyinternational.com,+61,08 8328 3850,5160,https://www.linkedin.com/company/seeley-international-pty-ltd/,https://www.facebook.com/SeeleyIntl/,https://www.youtube.com/@seeleyinternational,N/A,N/A,N/A,N/A
5246832,"Angopack, S. de R.L. de C.V.",http://www.angopack.com,Private,Down,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4848858,Court Holdings Limited,http://www.courtholdings.com,Private,Needs Review,"Court Holdings Limited is a Canadian Controlled Private Corporation that directly controls Court Holdings Manufacturing Limited, which directly controls Niagara Piston Inc.; its reporting activities relate to producing, selling, distributing, and importing steel and phenolic OEM disc brake caliper pistons.",N/A,N/A,N/A,N/A,N/A,"5071 King Street, Beamsville, Ontario L0R 1B0, Canada",https://lei.bloomberg.com/leis/view/549300RGVVPQQIX4DV08,5071 King Street,Canada,Ontario,Beamsville,https://lei.bloomberg.com/leis/view/549300RGVVPQQIX4DV08,N/A,N/A,N/A,L0R 1B0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
